Latitude,Longitude,Number of Structures,Type of building,Building Material,No of storeys,Type of Building Registration,Use of building,Total No. of Family Member,Gender: Male,Gender: Female,Gender: Others,Physically Disabled,Source of Income,Average Salary,Crops Harvest,Irrigation Facility,Electricity Facility,Road Acces,Nearest Health Facility,Animal Husbandary,No. of old member
27.4056852,85.1022925,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,7,4,3,0,0,Foreign Employment,50k,"Maize, Millet",No,Yes,Yes,4km,Buffalo,2
27.4056608,85.1044445,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Agriculture,20k,"Maize, Millet",No,Yes,Yes,2km,Buffalo,0
27.4063651,85.1049507,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,6,4,2,,0,Agriculture,2000,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,2km,"Cow, Goat",0
27.4064895,85.1048685,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,1,0,1,,0,Agriculture,2000,"Maize, Millet",No,Yes,Yes,2km,Buffalo,0
27.4065065,85.1048792,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,,,,,,,,,,,,,,
27.4071131,85.1054715,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,6,4,2,,0,"Agriculture, Foreign Employment",20k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,3km,"Chicken, Goat",1
27.4071109,85.1054732,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,4,3,1,0,0,Foreign Employment,30k,"Maize, Millet",No,Yes,Yes,3km,"Buffalo, Chicken, Goat",0
27.4077096,85.1059941,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,6,3,3,,1,Foreign Employment,40k,"Maize, Millet",No,Yes,Yes,3km,"Buffalo, Chicken, Cow",1
27.4080343,85.1061019,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Agriculture,1000,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,3km,"Cow, Goat",0
27.4090608,85.1066712,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,4,3,1,,0,Foreign Employment,20000,"Maize, Millet",No,Yes,Yes,3km,"Buffalo, Chicken, Goat",0
27.4085346,85.1073547,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,7,3,4,,0,Foreign Employment,40k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,3km,Cow,2
27.4085266,85.107408,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,4,1,3,,0,Agriculture,20000,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,Cow,
27.4107964,85.1068078,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,8,5,3,,0,,40k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,Cow,2
27.4113133,85.1076769,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Agriculture,20k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,Cow,
27.410922,85.107992,1,स्थायी भवन,जस्तापाता,3,नक्सा पास् र सम्पन्न भएको,Residential,7,5,2,,0,Foreign Employment,80k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4 km,"Buffalo, Chicken, Goat",2
27.4109168,85.1079971,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,3,1,,0,Agriculture,20k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,"Chicken, Goat",0
27.4138932,85.1089159,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,7,4,3,,0,Agriculture,20k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,"Cow, Goat",1
27.4357644,85.0771378,2,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Residential,5,3,2,,0,Agriculture,20k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,3km,Cow,0
27.432688,85.0741284,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,6,4,2,,0,Foreign Employment,50k,"Maize, Millet",No,Yes,Yes,4km,Cow,2
27.432931,85.0740061,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,7,4,3,,0,Foreign Employment,20k,"Maize, Millet",No,Yes,Yes,4km,Cow,2
27.4304321,85.0737906,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,4,3,1,,0,Agriculture,20k,"Maize, Millet",No,Yes,Yes,4km,Cow,0
27.4177113,85.0798345,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,7,3,4,,0,Agriculture,10k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,"Cow, Goat",1
27.4233618,85.0838365,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,7,3,3,,0,Agriculture,20k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,3km,Cow,0
27.423358,85.0841156,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,2,5,,0,Foreign Employment,30k,"Maize, Millet",No,Yes,Yes,3km,Buffalo,0
27.4249615,85.0815497,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,3,1,2,,0,Business,30k,Maize,No,Yes,Yes,3km,Cow,0
27.4180436,85.0802423,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,"Agriculture, Foreign Employment",100000,Banana,No,Yes,Yes,3km,Cow,1
27.4179513,85.080799,1,स्थायी भवन,आर.सी.सी.,3,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,,0,Agriculture,10k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,3km,Goat,0
27.4177495,85.0814412,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,Agriculture,5k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,3km,Cow,0
27.4177078,85.0819938,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,3,1,,0,"Agriculture, Foreign Employment",40k,"Maize, Millet",No,Yes,Yes,3km,Cow,0
27.4176001,85.0821881,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,6,2,4,,0,Foreign Employment,40k,"Maize, Millet",No,Yes,Yes,3km,Cow,0
27.4176001,85.0821882,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,"Residential, Normal Shop",4,2,2,,0,Agriculture,100000,,No,Yes,Yes,3km,Cow,1
27.4172848,85.0865905,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,,0,Agriculture,5k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,3km,Cow,0
27.41819,85.0869895,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,3,1,2,,0,Foreign Employment,40k,Maize,No,Yes,Yes,3km,Cow,0
27.4222034,85.0892711,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,3k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,2km,Cow,0
27.4248068,85.0899826,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,2k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,2km,Cow,1
27.4253694,85.0886135,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,1,2,,0,Agriculture,2k,"Maize, Millet",No,Yes,Yes,2km,Goat,0
27.4263621,85.0881434,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,2,1,,0,Agriculture,3k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,2km,Cow,0
27.4265865,85.0878498,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,4,2,,0,Foreign Employment,20k,"Maize, Millet",No,Yes,Yes,4km,Cow,2
27.4272936,85.0883294,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Others,7,4,3,,0,Foreign Employment,70k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,Chicken,0
27.4278867,85.088866,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,12k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,Cow,0
27.4280226,85.0893212,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,Foreign Employment,20k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,Goat,0
27.4316693,85.0911257,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,0,0,"Agriculture, Foreign Employment",60k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,Goat,1
27.4318174,85.0911614,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,3,1,2,,0,Agriculture,12k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,"Cow, Goat",0
27.4310948,85.0863716,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,1,2,,0,Agriculture,2k,"Maize, Millet",No,Yes,Yes,4km,Goat,0
27.4322212,85.0862501,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,Foreign Employment,20k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,Cow,0
27.4316235,85.0850442,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,20k,"Maize, Millet",No,Yes,Yes,4km,Cow,0
27.4309819,85.0840409,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,20k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,Cow,0
27.4300724,85.0837221,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,1,2,,0,Agriculture,10k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,Cow,0
27.4294624,85.0837131,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,4,1,,0,Business,30k,"Maize, Millet",No,Yes,Yes,4km,Cow,2
27.4335375,85.0782867,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,5k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,"Chicken, Cow",0
27.4338999,85.0787321,2,अस्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Others,6,3,3,,0,Business,50k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,"Chicken, Cow",1
27.4340288,85.0784566,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,1,2,,0,Agriculture,2k,"Maize, Millet",No,Yes,Yes,4km,Goat,0
27.4352558,85.0801287,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,2k,"Maize, Millet",No,Yes,Yes,4km,"Chicken, Goat",0
27.4352552,85.0801288,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,6,4,2,,0,Foreign Employment,30k,"Maize, Paddy",No,Yes,Yes,3km,"Cow, Goat",0
27.4357363,85.081071,1,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,2k,"Maize, Millet",No,Yes,Yes,4km,Goat,1
27.4357378,85.0810716,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Business,20k,"Maize, Millet",No,Yes,Yes,4km,Cow,0
27.4244088,85.0963332,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,3,1,,0,Foreign Employment,20k,"Maize, Millet",No,Yes,Yes,4km,Cow,0
